,user_id,first_order_time,first_order_price,age_month,city_num,platform_num,model_num,app_num,login_day,login_diff_time,distance_day,login_time,launch_time,chinese_subscribe_num,math_subscribe_num,add_friend,add_group,camp_num,learn_num,finish_num,study_num,coupon,course_order_num,main_home,main_home2,mainpage,schoolreportpage,main_mime,lightcoursetab,main_learnpark,partnergamebarrierspage,evaulationcenter,coupon_visit,click_buy,progress_bar,ppt,task,video_play,video_read,next_nize,answer_task,chapter_module,course_tab,slide_subscribe,baby_info,click_notunlocked,share,click_dialog,result
156,2000001705710396,2019/2/2 9:56,1.0,53,东莞,9.2969,7.1588,1,6,51.33,16,41,2,0,0,1,1,4,6,4,1,1,1,117,76,6,12,4,2,2,0,3,0,0,0,34,39,45,49,54,18,12,22,3,11,1,15,1,1
157,2000001705758968,2019/1/8 21:20,0.0,73,衡阳,9.2969,7.6037,1,6,47.17,22,9,0,1,1,1,1,1,2,2,1,2,0,49,8,1,6,0,0,0,0,0,0,0,0,25,18,14,30,21,9,0,0,1,5,0,7,1,1
158,2000001706570088,2018/11/22 19:05,0.0,86,渭南,9.2969,15.6268,1,4,58.0,36,1,1,1,1,1,1,1,2,2,0,1,3,44,39,8,5,2,1,1,0,2,0,0,0,17,12,6,14,14,6,4,3,3,5,1,6,1,1
159,2000001708205362,2019/1/18 10:45,1.0,78,成都,13.557,10.8966,1,6,48.33,3,188,0,1,1,1,1,4,11,11,1,5,0,85,63,18,5,0,2,1,0,1,0,0,14,38,44,96,74,62,3,42,66,19,3,4,9,4,1
160,2000001711036324,2018/11/19 20:58,0.0,63,深圳,9.2969,15.415,1,3,2.33,128,1,1,1,0,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,2000001713604608,2019/2/12 20:21,0.0,64,太原,9.2969,7.0588,1,4,78.0,20,18,1,1,0,1,1,3,4,4,1,2,2,61,25,5,6,0,0,0,0,0,0,0,0,25,21,24,31,21,39,13,1,7,5,1,14,1,1
162,2000001718468324,2019/3/11 17:41,9.0,50,广州,9.2969,8.6371,1,3,1.0,46,81,2,1,0,1,1,2,1,0,1,0,3,68,42,7,7,2,5,5,0,10,0,0,0,34,23,8,4,28,16,23,13,5,0,5,0,0,1
163,2000001720736394,2019/3/24 20:52,0.0,57,临沂,9.2969,8.9098,1,2,0.5,24,136,0,1,1,1,1,2,4,3,0,1,0,55,26,1,4,1,1,1,0,0,0,0,54,17,15,29,29,36,6,10,27,4,0,5,3,0,1
164,2000001721411223,2019/1/16 15:30,0.0,103,延安,9.2969,4.3656,1,2,135.0,6482,9,0,1,0,1,1,0,1,0,1,2,0,11,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,1,0,1,1
165,2000001724184135,2019/3/8 23:20,0.0,72,定西,9.2969,8.9907,1,3,0.67,22,23,0,1,1,1,1,1,3,2,1,0,0,48,25,0,4,0,0,0,0,0,0,0,0,18,19,12,15,14,10,0,0,0,5,0,5,1,1
166,2000001724425825,2018/12/25 6:57,0.0,54,长春,9.2969,8.5873,1,7,35.86,15,26,1,1,0,1,1,3,10,9,1,5,1,218,143,1,11,0,1,0,0,1,0,0,53,119,60,109,93,103,31,0,136,1,5,0,12,1,1
167,2000001729685621,2019/1/5 13:12,0.0,79,梅州,9.2969,6.0933,1,5,0.8,18,72,1,1,1,1,1,3,9,9,1,1,2,217,176,12,12,8,8,12,31,18,0,0,0,51,55,96,129,116,24,14,125,7,5,3,13,2,1
168,2000001732330010,2018/12/5 10:01,0.0,89,徐州,9.2969,15.7618,1,5,0.8,22,30,2,1,1,1,1,1,3,4,0,2,1,101,97,4,1,0,1,0,0,0,0,0,0,34,24,26,54,28,31,4,9,8,7,2,4,3,1
169,2000001745651183,2019/3/5 10:55,1.0,50,上海,9.2969,9.7222,1,5,0.8,24,79,3,1,0,1,1,4,3,5,1,2,4,132,94,12,15,1,0,3,26,5,0,0,0,75,49,33,56,63,34,22,49,13,0,3,17,0,1
170,2000001746519453,2019/5/4 10:57,0.0,60,滨州,13.557,8.1782,1,4,0.75,18,55,0,0,0,1,1,2,7,6,0,1,0,72,60,6,1,0,0,0,0,1,0,0,8,46,36,21,66,39,17,27,10,4,4,5,5,2,1
171,2000001751915913,2019/2/22 20:58,1.0,64,成都,13.557,8.1782,1,5,0.8,25,40,0,1,1,1,1,1,4,3,1,2,0,85,63,19,5,3,4,5,0,10,0,0,0,52,35,42,61,46,2,39,18,4,3,5,9,1,1
172,2000001751917020,2019/1/19 22:29,0.0,60,广州,13.557,13.6257,1,10,25.6,51,11,2,1,0,1,1,2,5,5,0,2,0,73,58,2,12,0,0,4,0,10,0,0,0,41,29,52,34,36,15,2,35,3,3,0,10,1,1
173,2000001752027548,2018/12/30 21:47,0.0,64,石家庄,9.2969,8.7269,1,6,39.5,25,35,0,1,0,1,1,4,5,5,1,4,4,62,51,8,0,0,1,0,0,0,0,0,0,25,21,23,39,32,15,13,27,9,5,2,3,1,1
174,2000001763197038,2019/3/27 13:34,0.0,20,西安,13.557,8.1782,1,1,0.0,0,154,0,0,0,1,1,0,0,0,1,1,0,26,21,0,0,0,0,0,0,0,0,0,0,8,8,12,11,10,2,0,13,0,6,0,0,1,1
175,2000001770395284,2018/12/5 10:51,0.0,55,黔西南布依族苗族自治州,9.2969,13.2503,1,6,34.17,52,5,2,1,1,1,1,1,3,3,1,2,1,91,88,6,9,2,2,0,0,0,2,0,0,35,22,51,67,28,50,2,5,8,5,0,5,2,1
176,2000001779795221,2019/4/5 19:35,0.0,72,北京,13.557,22.164,1,1,0.0,32,37,0,0,0,1,1,3,1,1,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,8,8,21,11,9,0,1,2,2,0,0,0,1,1
177,2000001784500557,2019/4/29 20:53,9.0,53,哈尔滨,9.2969,15.7618,1,6,1.0,35,48,2,1,0,1,1,2,3,2,1,1,0,85,111,5,2,0,0,0,0,0,0,0,0,17,26,31,18,19,1,23,20,0,0,0,2,0,1
178,2000001784708804,2019/3/9 5:41,0.0,59,北京,9.2969,11.2062,1,3,0.67,46,20,0,0,0,1,1,1,3,4,0,1,0,51,16,4,6,0,0,0,0,0,0,0,0,25,21,12,34,21,9,5,0,8,0,0,6,0,1
179,2000001785007403,2018/12/4 14:41,0.0,102,珠海,13.557,12.0343,1,5,40.2,65,11,2,1,0,1,1,1,1,0,0,0,0,21,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,0,2,1
180,2000001785013999,2019/5/4 21:37,0.0,54,广州,13.557,5.6734,1,2,1.0,5,34,0,1,0,1,1,1,1,2,0,0,0,0,9,0,2,2,0,0,0,7,0,0,0,17,16,19,12,20,0,2,0,3,0,0,3,1,1
181,2000001801700787,2019/1/5 20:38,1.0,93,揭阳,9.2969,16.53,1,6,37.83,19,18,3,1,0,1,1,3,7,4,0,2,1,56,73,12,8,6,3,7,0,5,1,0,0,27,11,5,14,16,3,28,8,2,7,10,19,1,1
182,2000001824295237,2019/3/17 19:06,0.0,75,苏州,9.2969,7.1429,1,2,0.5,18,84,2,1,1,1,1,1,3,3,1,0,2,61,40,4,6,0,2,6,0,8,0,0,0,17,15,23,25,27,7,7,14,5,5,3,2,1,1
183,2000001826800872,2019/2/14 21:50,9.0,86,北京,9.2969,10.6796,1,6,43.83,23,58,0,0,1,1,1,2,7,8,0,1,0,143,149,8,0,0,3,2,23,13,0,0,0,36,28,26,54,29,24,18,76,20,5,8,6,1,1
184,2000001832899309,2018/11/25 10:54,0.0,89,驻马店,9.2969,11.3667,1,6,30.0,35,65,2,1,0,1,1,1,6,4,0,1,1,120,100,10,11,0,2,0,0,0,0,0,0,40,27,33,72,28,20,18,9,8,5,3,9,1,1
186,2000001857800499,2019/2/22 11:26,0.0,64,深圳,13.557,10.9934,1,4,62.75,741,19,4,1,0,1,1,0,0,0,0,0,0,5,60,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1
187,2000001865898137,2018/12/9 7:56,1.0,74,广州,13.557,8.1782,1,4,45.25,27,197,1,1,0,1,1,1,3,3,0,1,0,52,35,10,8,0,5,0,0,0,1,0,0,25,22,24,37,27,12,10,18,8,3,2,6,1,1
188,2000001871598119,2018/12/17 21:14,0.0,42,南通,9.2969,16.53,1,1,0.0,4393,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
190,2000001886914107,2018/12/17 14:18,9.0,100,泉州,9.2969,9.8827,1,6,31.0,20,11,1,1,0,1,1,1,3,3,0,1,0,62,33,5,9,2,2,1,4,0,0,0,0,25,18,11,57,21,15,3,1,2,10,3,6,1,1
191,2000001887115018,2018/12/2 14:49,1.0,37,兰州,13.557,10.8966,1,5,33.4,3,188,2,1,0,1,1,3,5,5,0,1,2,149,104,3,4,0,0,0,0,0,0,0,0,59,59,142,99,100,1,1,44,1,3,0,12,1,1
192,2000001887117676,2019/1/21 9:26,9.0,60,昆明,9.2969,15.6376,1,5,44.2,13,17,2,1,0,1,1,1,2,2,0,1,3,79,103,16,4,8,4,1,0,3,2,0,0,41,29,32,40,28,26,12,6,6,5,6,6,4,1
193,2000001889895384,2018/11/23 21:00,0.0,78,安庆,9.2969,11.4504,1,9,18.22,23,7,2,1,0,1,1,1,2,1,1,0,2,35,21,4,1,0,2,0,0,0,0,0,0,0,11,20,26,0,20,1,0,9,5,1,2,1,1
194,2000001892595381,2019/1/17 23:15,0.0,81,苏州,13.557,13.5328,1,14,15.36,19,76,6,1,0,1,1,3,10,10,1,2,0,141,227,38,25,15,12,22,17,31,9,0,0,39,32,29,49,40,36,55,58,15,7,8,15,3,1
195,2000001893299134,2018/12/28 19:35,0.0,56,南充,9.2969,10.9356,1,4,47.5,26,17,2,1,1,1,1,0,2,2,1,5,4,59,57,2,6,0,1,1,0,8,0,0,0,16,15,19,19,15,13,1,1,0,16,0,7,1,1
197,2000001902195465,2018/12/10 18:54,0.0,73,镇江,9.2969,21.0526,1,8,21.63,26,20,4,0,1,1,1,2,4,3,1,1,2,124,159,25,14,1,2,0,0,1,2,0,551,35,22,16,26,38,16,26,17,10,5,4,3,1,1
198,2000001902199494,2018/12/29 20:51,0.0,63,乐山,9.2969,15.415,1,4,43.75,24,7,2,1,1,1,1,0,0,0,1,2,0,8,88,16,4,4,2,2,0,2,0,0,0,0,0,0,0,0,69,9,11,2,5,22,0,1,1
199,2000001904999805,2019/3/25 13:16,1.0,41,无锡,9.2969,9.3986,1,4,0.75,13,137,2,1,0,1,1,3,6,8,1,0,3,149,100,4,16,4,1,10,0,8,0,0,7,58,53,41,54,73,32,61,10,5,0,8,30,0,1
201,2000001916795266,2018/11/21 22:04,9.0,59,重庆,9.2969,6.3462,1,13,11.23,47,6,2,1,1,1,1,2,4,4,1,2,1,96,112,7,8,5,1,0,0,0,1,0,0,25,20,25,20,21,9,3,35,10,5,0,2,5,1
206,2000001940695417,2019/1/2 13:40,9.0,71,沈阳,9.2969,15.415,1,9,19.44,56,5,5,1,0,1,1,2,2,2,1,1,0,62,74,6,1,1,2,1,0,3,1,0,0,23,12,9,17,14,13,5,6,5,4,3,2,1,1
209,2000001948995481,2018/12/8 15:21,0.0,67,北京,9.2969,15.7618,1,5,29.6,24,18,2,1,0,1,1,1,3,3,0,1,0,67,55,9,8,0,4,0,0,0,0,0,0,25,18,16,39,21,9,5,17,4,5,5,12,2,1
210,2000001956698135,2018/11/17 20:59,0.0,85,榆林,9.2969,9.6045,1,10,12.5,45,0,2,1,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,2000001969003155,2019/3/1 14:11,0.0,52,西安,9.2969,13.3198,1,5,1.4,41,22,0,0,0,1,1,1,3,3,1,1,0,72,16,2,2,1,1,0,0,0,0,0,0,81,31,31,54,28,15,2,0,3,5,1,4,1,1
214,2000001973405898,2019/2/23 9:07,0.0,83,沧州,9.2969,3.4188,1,6,36.33,20,187,4,1,1,1,1,3,11,11,1,1,4,159,132,23,18,2,10,5,0,8,0,0,1479,39,32,33,70,28,20,24,183,9,5,4,25,1,1
219,2000001986796050,2019/3/26 6:27,0.0,68,郑州,9.2969,9.9099,1,3,0.67,21,52,1,1,0,1,1,1,1,1,1,1,0,76,45,9,8,3,1,0,0,0,0,0,0,96,34,32,50,68,16,15,3,5,0,0,11,1,1
220,2000001988004848,2019/2/23 8:21,1.0,50,东莞,9.2969,4.699,1,5,41.8,8,51,1,1,1,1,1,3,1,1,1,1,0,76,39,8,8,0,1,0,0,0,0,0,0,46,33,33,28,34,14,15,0,9,5,4,8,1,1
222,2000001998296561,2018/12/30 20:30,9.0,46,太原,9.2969,15.6268,1,8,19.13,23,91,1,1,0,1,1,3,3,2,0,1,0,105,131,4,2,1,1,5,0,4,1,0,0,25,19,23,22,22,19,5,86,2,5,2,5,2,1
223,2000001998855730,2019/3/19 19:08,0.0,60,福州,9.2969,13.3198,1,2,0.5,7,111,2,0,0,1,1,2,3,2,0,2,1,47,65,2,5,4,1,18,34,25,0,0,0,22,14,27,45,16,3,14,39,7,0,5,5,1,1
224,2000001998869027,2018/11/20 10:34,0.0,59,盐城,9.2969,8.2938,1,4,24.75,27,15,1,1,0,1,1,1,2,2,1,2,7,53,42,6,18,2,1,0,0,0,0,0,0,32,14,27,14,22,6,3,4,8,7,1,5,2,1
226,2000002001401157,2019/4/13 22:34,9.0,68,成都,9.2969,21.7427,1,3,0.67,2,32,0,1,0,1,1,1,4,4,0,1,0,74,52,7,0,0,0,0,0,0,0,0,0,31,21,9,20,21,11,9,102,4,5,0,8,1,1
228,2000002004573782,2018/12/2 16:06,0.0,57,天津,9.2969,10.1987,1,5,16.2,2665,8,5,1,1,1,1,0,0,0,0,0,6,51,81,20,14,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,1
230,2000002054850189,2019/1/13 17:17,9.0,63,杭州,13.557,10.3925,1,8,20.0,19,31,6,1,0,1,1,0,4,5,0,1,1,128,149,14,0,0,1,1,0,8,6,0,0,40,28,27,31,36,7,21,15,8,5,9,8,1,1
231,2000002064325158,2019/2/3 12:04,0.0,62,临汾,13.557,12.0343,1,5,35.4,25,8,1,0,0,1,1,1,1,1,1,2,0,22,21,3,0,0,4,0,0,0,0,0,657,0,0,0,4,0,1,20,6,3,3,0,0,2,1
232,2000002067003195,2019/4/14 14:05,0.0,80,南宁,9.2969,9.2147,1,4,0.75,26,74,1,0,0,1,1,3,8,8,1,1,2,114,108,10,4,0,2,1,0,2,0,0,166,43,28,15,49,28,18,30,7,11,8,12,9,1,1
233,2000002155610482,2019/3/3 13:21,1.0,75,烟台,9.2969,14.6497,1,4,0.75,14,152,1,1,1,1,1,0,6,8,1,1,1,159,69,18,10,0,3,3,0,13,0,0,0,95,68,74,115,83,45,86,78,21,9,16,27,2,1
234,2000002155612110,2018/12/18 13:51,0.0,70,贵阳,9.2969,21.7427,1,2,60.0,3006,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,2000002157430397,2018/12/10 16:09,9.0,63,金华,9.2969,10.0532,1,5,22.8,23,53,2,1,0,1,1,0,4,5,1,1,0,74,28,7,3,0,1,0,0,0,0,0,0,34,25,19,51,28,20,12,2,6,7,5,1,1,1
237,2000002177798792,2019/2/1 19:07,0.0,75,北京,9.2969,13.2395,1,6,26.67,47,14,1,1,1,1,1,2,2,2,1,3,4,81,50,8,0,0,2,0,0,0,0,0,0,52,34,34,38,36,44,10,2,4,6,0,0,1,1
239,2000002181596431,2018/11/25 15:12,1.0,35,北京,9.2969,15.415,1,4,21.75,25,57,1,1,1,1,1,1,7,7,1,1,0,157,128,18,18,0,1,7,0,11,0,0,1,39,33,80,54,94,11,23,81,12,7,11,15,2,1
240,2000002181705077,2018/12/21 17:54,9.0,72,日照,9.2969,9.6976,1,8,14.5,52,24,1,1,0,1,1,1,6,5,1,1,2,101,60,9,14,0,1,1,0,1,0,0,13,59,36,53,48,40,24,19,18,6,5,1,9,1,1
242,2000002186403369,2019/1/24 21:44,0.0,88,南京,13.557,13.6257,1,8,18.38,33,29,1,0,0,1,1,2,7,5,0,1,1,55,37,16,1,0,3,1,0,1,0,0,0,6,22,42,34,17,4,17,17,11,3,1,13,1,1
243,2000002192119944,2019/1/29 18:28,0.0,51,重庆,9.2969,9.2799,1,6,25.17,39,9,3,1,1,1,1,2,2,1,1,6,0,32,30,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,7,6,2,6,0,0,1,1
246,2000002194312178,2019/2/16 9:18,0.0,61,舟山,9.2969,9.0692,1,7,23.86,26,17,3,0,1,1,1,1,4,4,1,1,0,57,66,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,20,14,6,0,5,1,0,1,1
247,2000002194334792,2019/4/30 17:08,9.0,47,绍兴,13.557,13.5328,1,4,0.75,31,66,1,1,0,1,1,3,6,6,0,1,2,0,48,0,1,0,0,0,0,0,0,0,0,21,28,62,49,60,4,15,5,4,3,1,3,1,1
248,2000002194800261,2019/1/2 6:29,0.0,75,上海,9.2969,9.0692,1,7,17.29,29,33,0,0,0,1,1,2,4,4,1,1,0,98,71,2,0,1,1,0,0,0,3,0,38,50,9,33,70,28,18,12,44,3,10,1,3,2,1
249,2000002194899442,2018/12/21 9:41,0.0,62,北京,13.557,8.1782,1,4,26.75,157,23,1,1,0,1,1,1,2,3,0,2,1,46,17,0,2,0,0,0,0,0,0,0,0,17,14,16,12,20,1,2,17,0,3,0,4,1,1
250,2000002198099991,2018/12/19 10:54,0.0,29,衡阳,13.557,8.1481,1,14,7.79,23,14,7,1,0,1,1,3,8,6,0,1,0,143,244,38,17,8,7,5,4,15,1,0,1,12,24,78,41,60,163,19,76,6,3,11,21,2,1
252,2000002199627058,2019/1/31 16:24,9.0,71,苏州,13.557,5.6734,1,7,20.14,3,115,2,1,1,1,1,1,8,6,1,2,0,180,162,20,17,7,7,23,3,25,3,0,22,32,34,111,45,44,1,51,83,9,4,2,20,1,1
253,2000002199631184,2018/12/15 11:59,0.0,80,连云港,9.2969,11.3667,1,2,27.0,2148,0,0,1,1,1,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,2000002203715778,2019/1/25 19:10,9.0,78,资阳,9.2969,8.3678,1,8,17.88,26,43,2,1,0,1,1,1,9,9,1,2,0,169,123,10,24,0,0,5,11,6,0,0,216,84,48,65,72,43,80,39,10,16,5,3,32,1,1
256,2000002206884430,2019/2/20 21:54,0.0,79,天津,9.2969,18.7674,1,4,40.75,18,10,1,0,0,1,1,0,1,1,1,3,0,37,12,3,2,0,0,0,0,0,0,0,0,20,14,8,23,14,9,2,8,3,5,0,3,1,1
257,2000002206924741,2018/12/21 23:01,0.0,60,东莞,9.2969,12.605,1,8,11.63,23,20,1,1,0,1,1,2,4,3,0,3,0,95,55,9,11,0,1,2,0,6,0,0,0,56,39,29,21,41,24,17,24,7,7,2,10,1,1
258,2000002206976083,2019/2/21 12:12,0.0,73,广州,9.2969,15.6376,1,3,54.33,51,17,1,1,0,1,1,0,0,2,0,1,0,47,45,6,2,0,2,2,0,2,0,0,0,17,14,8,17,14,6,5,3,2,5,2,4,2,1
259,2000002210504313,2019/3/12 15:37,0.0,63,南通,9.2969,9.1205,1,6,0.83,15,104,2,1,1,1,1,3,10,11,1,1,1,140,117,17,10,5,4,13,1,15,0,0,0,25,22,23,20,21,20,84,42,3,0,7,14,0,1
260,2000002215495550,2018/11/26 17:12,0.0,64,龙岩,9.2969,10.231,1,7,11.14,45,12,0,1,1,1,1,1,2,2,0,2,0,63,38,1,0,0,0,0,0,3,0,0,0,31,20,16,37,21,37,4,0,2,5,0,2,1,1
261,2000002217897583,2018/11/18 20:25,0.0,44,岳阳,13.557,12.2061,1,30,2.33,25,75,7,0,0,1,1,1,0,0,0,3,3,223,452,101,17,39,5,5,5,11,6,0,4,0,0,0,0,0,0,43,61,1,4,0,0,6,1
263,2000002219595939,2019/1/16 15:29,0.0,54,广州,9.2969,7.5284,1,41,3.1,165,1,13,1,1,1,1,1,0,0,0,20,2,0,49,5,3,2,0,0,0,0,47,0,0,0,0,0,0,0,0,0,4,1,7,0,0,0,1
264,2000002225347525,2019/1/25 8:18,0.0,67,宝鸡,9.2969,4.5709,1,5,26.6,31,71,2,1,1,1,1,2,5,4,1,10,6,94,83,8,0,0,7,5,0,7,0,0,0,35,20,18,25,21,23,16,30,13,5,5,3,3,1
265,2000002225441797,2019/4/8 19:43,0.0,63,忻州,9.2969,7.3446,1,6,1.0,47,144,0,1,0,1,1,4,3,4,0,1,5,67,23,7,0,0,0,0,0,0,0,0,0,38,29,11,58,21,21,10,0,5,0,1,2,1,1
266,2000002231820729,2018/12/26 12:34,0.0,0,深圳,13.557,10.8966,1,6,16.33,19,24,2,1,1,1,1,2,4,4,1,4,1,63,46,3,4,1,1,0,0,0,0,0,1,25,21,23,40,27,0,10,12,2,5,0,6,2,1
267,2000002231824594,2018/12/19 14:34,0.0,60,无锡,9.2969,8.169,1,6,15.17,23,29,2,0,0,1,1,2,2,2,1,1,1,85,88,10,3,0,2,1,0,9,0,0,35,41,25,60,43,32,14,24,49,9,6,2,1,2,1
268,2000002234128796,2019/3/18 17:03,0.0,71,淄博,13.557,13.6229,1,5,1.2,24,151,1,1,1,1,1,0,3,5,1,1,0,35,27,4,10,2,1,6,2,2,1,0,8,22,16,20,27,18,8,19,29,21,0,3,5,0,1
269,2000002235299201,2018/12/19 1:02,0.0,64,北京,9.2969,25.885,1,4,22.5,20,17,1,1,0,1,1,2,2,2,0,1,0,61,27,5,3,0,1,1,0,3,0,0,0,32,20,24,34,26,15,16,20,5,5,13,3,1,1
270,2000002241397754,2019/3/23 21:19,0.0,59,重庆,9.2969,6.6392,1,3,0.67,12,57,1,0,1,1,1,1,4,3,1,2,1,45,23,6,0,0,1,0,0,0,2,0,0,10,9,4,13,8,5,19,32,5,0,7,0,1,1
271,2000002241420609,2019/3/1 15:03,0.0,53,江门,13.557,11.2154,1,10,16.2,17,8,3,1,1,1,1,3,1,2,1,1,0,50,52,4,3,0,1,5,0,0,1,0,0,34,22,21,27,28,0,2,18,2,3,0,6,2,1
272,2000002252008809,2018/12/16 23:33,0.0,56,贵阳,13.557,16.9329,1,4,21.0,75,1,0,1,0,1,1,2,0,0,0,2,0,2,28,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,2,5,0,3,2,0,0,1
273,2000002253324438,2019/1/3 16:47,0.0,96,珠海,13.557,14.8028,1,9,11.0,27,9,5,0,0,1,1,1,4,4,0,2,1,34,15,0,10,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,27,1,1
274,2000002253372957,2019/2/17 7:02,9.0,47,西安,9.2969,10.0532,1,8,17.75,21,263,2,1,1,1,1,3,5,5,1,3,0,213,296,5,14,4,1,3,0,1,0,0,0,50,51,45,78,79,18,64,141,4,8,2,29,2,1
276,2000002253475400,2019/3/26 8:26,0.0,26,德州,13.557,12.9528,1,2,1.0,49,151,0,1,1,1,1,1,2,1,0,2,0,15,4,0,0,0,0,0,0,0,0,0,0,19,12,4,2,14,1,5,12,2,0,0,0,0,1
279,2000002260107171,2018/12/1 16:21,9.0,78,西安,9.2969,18.7674,1,12,5.25,18,37,1,1,0,1,1,1,6,6,1,1,0,59,77,10,4,1,2,0,0,0,1,0,28,31,20,26,60,26,3,20,43,14,7,4,7,3,1
280,2000002261213835,2019/4/1 12:40,0.0,53,杭州,9.2969,12.4578,1,3,0.67,25,68,1,1,0,1,1,3,2,2,0,1,4,118,176,11,0,3,18,1,0,0,0,0,0,29,24,27,65,21,9,5,38,4,1,0,0,2,1
281,2000002262545931,2019/1/28 21:17,9.0,59,泰州,9.2969,13.9519,1,7,17.0,40,6,4,1,0,1,1,1,2,2,0,1,1,36,41,1,3,0,0,2,0,2,7,0,0,17,14,12,14,14,6,0,0,0,7,0,1,1,1
282,2000002262636408,2018/11/18 21:20,9.0,94,福州,13.557,10.468,1,5,8.6,31,52,3,1,0,1,1,2,3,3,0,1,1,106,106,13,6,5,0,2,0,6,0,0,0,34,29,48,26,36,16,6,19,4,3,1,8,2,1
285,2000002271824138,2019/4/13 8:09,1.0,41,贵阳,9.2969,9.3986,1,3,0.67,43,54,0,1,0,1,1,2,1,1,0,0,2,36,15,3,0,0,0,0,0,0,0,0,0,10,17,46,41,8,9,5,0,0,4,0,1,1,1
286,2000002271826616,2018/11/22 13:11,0.0,77,长春,9.2969,10.0532,1,9,5.22,43,45,3,1,0,1,1,2,10,6,1,4,2,166,160,18,23,4,4,4,5,25,1,0,304,52,35,38,50,46,38,83,114,13,10,8,3,1,1
287,2000002272953322,2018/12/24 14:37,0.0,59,芜湖,13.557,11.2154,1,6,13.17,51,27,2,0,0,1,1,1,3,3,1,0,6,56,90,11,4,1,1,1,0,4,2,0,1,22,17,36,23,28,13,18,47,8,4,2,4,2,1
288,2000002273235022,2019/3/11 14:02,0.0,59,衢州,9.2969,15.7618,1,6,0.83,21,37,0,1,0,1,1,4,3,3,1,1,0,89,25,14,2,0,1,0,0,0,0,0,0,85,29,58,36,65,21,16,12,5,0,0,3,1,1
289,2000002276296889,2018/11/23 21:18,0.0,73,白银,13.557,10.3925,1,6,7.5,27,1,1,1,0,1,1,1,3,3,1,2,4,49,24,3,0,0,0,0,0,7,0,0,0,37,25,31,27,37,4,1,22,2,3,0,0,1,1
290,2000002276800404,2019/1/27 15:17,0.0,54,宁波,9.2969,2.5641,1,8,13.88,19,22,1,1,1,1,1,2,4,4,1,2,3,93,90,0,6,0,0,0,0,3,0,0,0,25,21,46,41,40,15,4,13,1,5,0,14,2,1
291,2000002279048351,2019/1/18 13:25,0.0,71,海口,13.557,10.9934,1,1,0.0,2233,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
293,2000002282257875,2018/11/23 17:21,0.0,49,洛阳,9.2969,9.7331,1,7,6.0,26,14,2,1,1,1,1,1,4,4,1,5,1,105,106,11,13,2,4,3,0,11,0,0,0,34,24,29,34,30,62,6,71,12,7,8,10,1,1
294,2000002282313589,2018/12/23 22:07,0.0,89,抚州,9.2969,6.2432,1,5,13.8,2,93,3,1,0,1,1,2,0,0,1,0,0,60,57,8,4,2,1,0,0,1,0,0,2,36,16,26,32,23,21,18,12,5,8,4,0,2,1
295,2000002282499813,2019/3/2 21:56,0.0,79,苏州,9.2969,14.1813,1,5,28.0,20,87,3,1,0,1,1,2,5,5,0,0,0,114,95,14,0,0,3,2,0,5,0,0,0,34,28,14,28,28,24,34,39,9,5,14,1,1,1
296,2000002282546695,2019/2/5 17:45,0.0,84,海口,9.2969,7.1267,1,5,21.6,17,33,0,1,0,1,1,3,6,6,0,1,0,67,22,3,6,0,0,1,5,0,0,0,0,34,27,20,50,28,18,12,12,6,5,5,12,2,1
298,2000002284523972,2018/11/19 18:34,0.0,49,杭州,13.557,14.8028,1,10,3.9,23,61,2,1,0,1,1,1,6,4,0,2,0,164,224,109,34,4,10,1,0,4,6,0,0,0,23,85,48,14,17,29,74,8,4,5,7,1,1
299,2000002286205571,2018/12/15 18:57,0.0,71,西安,9.2969,4.5709,1,7,8.57,25,12,1,0,0,1,1,1,2,2,0,1,1,57,44,5,8,3,1,0,0,0,0,0,0,36,21,20,15,29,12,2,1,7,14,0,4,1,1
