,user_id,age_month,learn_num,finish_num,ppt,task,share,result
3344,2000002569125013,77,5,5,48,29,7,1
3346,2000002569224661,79,0,0,0,0,0,1
3347,2000002569225229,55,5,4,138,83,23,1
3348,2000002572517414,79,6,8,31,26,9,1
3349,2000002572837504,35,5,7,35,38,11,1
3350,2000002574200020,55,3,3,61,32,7,1
3351,2000002574205804,68,3,3,55,27,2,1
3352,2000002574209122,113,2,2,0,0,6,1
3354,2000002574299403,8,6,6,0,0,12,1
3355,2000002574303827,73,5,5,49,39,5,1
3356,2000002574305725,86,5,3,66,35,7,1
3357,2000002574306111,89,6,6,0,0,0,1
3358,2000002576302898,72,2,2,51,30,0,1
3359,2000002576397554,89,5,4,0,0,2,1
3360,2000002576513731,77,5,5,35,31,5,1
3361,2000002576533511,71,3,3,25,29,3,1
3363,2000002576561353,60,2,3,36,30,10,1
3364,2000002576565093,60,5,5,39,28,12,1
3365,2000002576569368,85,2,3,44,28,4,1
3366,2000002576573582,80,0,0,0,0,0,1
3367,2000002576573686,66,1,0,9,3,0,1
3368,2000002576574007,72,0,0,8,8,1,1
3369,2000002576580417,60,0,0,0,0,0,1
3370,2000002576584703,78,0,0,0,0,0,1
3372,2000002576649497,77,0,0,8,7,2,1
3373,2000002576662198,99,2,3,25,23,4,1
3375,2000002576673659,64,3,3,36,30,14,1
3377,2000002576746439,79,4,5,25,21,2,1
3378,2000002576899671,54,6,4,65,51,3,1
3380,2000002577058152,80,6,6,25,21,1,1
3381,2000002577678195,66,8,9,34,33,5,1
3382,2000002584104706,57,4,3,17,17,5,1
3383,2000002584124856,70,3,3,33,32,7,1
3384,2000002584152289,71,0,0,0,0,0,1
3385,2000002584168641,57,1,1,18,3,2,1
3386,2000002584172924,70,3,3,25,21,8,1
3390,2000002585422118,51,0,0,0,0,0,1
3391,2000002585426822,54,0,0,0,0,0,1
3392,2000002585428653,60,0,0,0,0,0,1
3394,2000002585449007,98,1,0,11,6,0,1
3395,2000002585452702,90,0,0,0,0,0,1
3398,2000002585482468,57,4,5,44,29,4,1
3399,2000002585700557,53,0,0,0,0,0,1
3400,2000002585707112,69,0,0,0,0,0,1
3401,2000002585725540,71,7,8,33,36,14,1
3402,2000002585734397,72,5,5,34,31,7,1
3403,2000002585734488,33,0,0,0,0,0,1
3404,2000002585743021,45,0,0,9,7,1,1
3405,2000002585743947,47,0,1,47,25,1,1
3406,2000002585745481,71,0,5,47,37,11,1
3407,2000002585752665,69,0,0,0,0,0,1
3408,2000002585752976,48,3,3,0,26,5,1
3409,2000002585761751,118,1,1,20,9,0,1
3413,2000002585771136,40,0,0,14,10,8,1
3414,2000002585771974,68,0,0,0,0,0,1
3416,2000002585793168,75,2,1,35,22,5,1
3417,2000002596011140,84,5,1,0,0,0,1
3419,2000002596398217,26,4,2,39,59,25,1
3420,2000002596398697,84,3,3,34,25,2,1
3421,2000002596410912,92,10,10,34,29,18,1
3422,2000002596433479,57,7,0,52,30,6,1
3423,2000002596434594,69,3,3,41,21,12,1
3424,2000002596434771,80,3,3,38,28,14,1
3425,2000002596453496,96,7,7,40,30,8,1
3426,2000002596455734,82,7,6,25,18,19,1
3428,2000002596457725,68,4,4,41,32,10,1
3429,2000002596458531,62,3,3,45,29,5,1
3431,2000002596460118,82,3,3,20,15,7,1
3432,2000002596465722,55,5,5,34,28,2,1
3435,2000002596477514,84,5,5,76,50,7,1
3436,2000002596479913,68,2,2,28,29,13,1
3438,2000002596481303,73,1,1,9,7,3,1
3439,2000002596484815,54,1,2,17,16,3,1
3440,2000002596493401,67,1,1,17,18,7,1
3441,2000002596493862,61,3,2,17,16,7,1
3442,2000002596496703,17,3,3,31,21,16,1
3443,2000002596497063,68,4,5,66,47,14,1
3445,2000002596501570,51,3,3,68,51,14,1
3447,2000002596529658,67,3,1,18,14,0,1
3448,2000002596535844,35,3,2,26,38,1,1
3449,2000002596535975,64,6,4,28,25,42,1
3450,2000002596536246,38,5,4,11,21,4,1
3451,2000002596536742,63,3,3,49,26,12,1
3453,2000002596537337,52,0,0,0,0,0,1
3454,2000002596540804,39,5,4,0,13,9,1
3455,2000002596545796,46,3,3,86,58,4,1
3457,2000002596557802,31,3,1,33,7,1,1
3458,2000002596557974,80,4,3,34,34,15,1
3459,2000002596558071,65,3,4,61,38,9,1
3460,2000002596559869,63,4,4,48,33,19,1
3461,2000002596560454,78,9,10,36,33,19,1
3463,2000002596564244,79,3,3,38,31,5,1
3464,2000002596564382,43,4,5,59,47,14,1
3466,2000002596567492,69,5,5,124,52,13,1
3468,2000002596569796,31,3,2,80,23,8,1
3469,2000002596571012,60,5,5,62,48,5,1
3471,2000002596572887,62,2,2,33,27,7,1
3472,2000002596573634,73,2,2,26,23,0,1
3474,2000002596576879,46,7,7,62,42,11,1
3475,2000002596578096,53,2,2,18,18,2,1
3476,2000002596578417,51,0,0,8,8,2,1
3477,2000002596578419,40,4,3,56,32,3,1
3481,2000002596578581,29,2,0,11,3,0,1
3482,2000002596578668,61,5,7,72,78,27,1
3484,2000002596590418,81,1,1,0,0,3,1
3485,2000002601998387,79,5,5,36,28,16,1
3486,2000002603912531,64,4,3,22,17,1,1
3487,2000002606644059,68,0,5,84,47,19,1
3489,2000002606999893,63,5,5,56,74,14,1
3491,2000002607006161,59,2,1,43,31,0,1
3492,2000002607007958,34,4,2,25,41,28,1
3493,2000002607030854,70,2,2,17,15,3,1
3494,2000002607034145,57,2,1,24,21,2,1
3495,2000002607035543,80,2,1,0,0,1,1
3496,2000002607041320,53,2,2,84,50,9,1
3497,2000002607058076,53,1,1,11,7,0,1
3498,2000002607059515,47,2,3,25,21,13,1
3501,2000002607082230,69,4,5,49,46,4,1
3503,2000002607088455,62,3,3,43,33,9,1
3505,2000002607460526,57,3,4,58,46,24,1
3507,2000002607705323,68,2,2,18,16,5,1
3508,2000002607706295,43,1,0,56,23,4,1
3509,2000002607713957,70,2,2,17,16,9,1
3511,2000002607719931,52,4,4,25,23,10,1
3513,2000002607724058,89,3,3,25,21,6,1
3515,2000002607724836,63,6,5,25,24,1,1
3516,2000002607726399,70,1,2,29,22,9,1
3518,2000002607743031,51,2,2,40,29,2,1
3521,2000002607770590,57,0,0,0,0,0,1
3522,2000002607771214,77,4,4,11,6,3,1
3523,2000002607778678,48,4,4,55,33,14,1
3525,2000002607788574,79,1,1,36,30,3,1
3527,2000002613040317,49,1,2,34,32,0,1
3530,2000002621098845,62,2,2,17,14,0,1
3531,2000002621434731,77,3,3,47,35,11,1
3533,2000002621454200,100,4,4,0,0,9,1
3534,2000002621895272,81,6,6,37,29,10,1
3536,2000002621910841,102,4,3,26,37,10,1
3538,2000002621926311,60,6,7,83,40,11,1
3539,2000002621999181,74,1,1,25,21,5,1
3541,2000002622010546,89,4,4,63,44,21,1
3542,2000002622012577,60,0,0,0,0,0,1
3543,2000002622013202,58,4,3,25,20,11,1
3545,2000002622013987,25,0,0,0,0,0,1
3546,2000002622016486,87,5,4,25,21,9,1
3547,2000002622019300,78,5,5,69,36,7,1
3548,2000002624799313,40,0,1,43,29,2,1
3549,2000002625092838,74,3,3,25,23,10,1
3550,2000002625189515,92,3,3,0,0,2,1
3551,2000002625266729,62,1,2,25,20,0,1
3552,2000002625385639,78,10,10,38,29,8,1
3553,2000002625697550,55,2,2,25,23,7,1
3554,2000002625698094,70,1,1,30,25,3,1
3556,2000002625741113,60,3,3,36,32,1,1
3557,2000002625741502,61,4,4,34,29,16,1
3558,2000002625743869,74,3,5,37,31,11,1
3559,2000002625746526,71,8,8,34,29,3,1
3560,2000002625748258,115,3,3,0,0,12,1
3562,2000002625996530,50,3,2,50,23,5,1
3563,2000002626004740,56,5,5,54,45,18,1
3566,2000002626019079,66,3,4,45,36,19,1
3568,2000002632596272,87,3,3,9,7,9,1
3572,2000002632899284,107,0,0,0,0,0,1
3574,2000002633512257,81,4,4,0,0,13,1
3575,2000002633514809,72,4,3,37,30,7,1
3577,2000002633516299,51,3,4,47,41,27,1
3580,2000002633517614,57,8,8,66,42,12,1
3582,2000002633517819,44,6,5,0,33,23,1
3583,2000002633517948,51,4,4,37,32,8,1
3584,2000002633518811,42,9,8,92,77,29,1
3586,2000002633519955,56,10,10,53,30,11,1
3587,2000002633521963,79,3,4,39,28,10,1
3588,2000002633522768,50,1,2,25,21,7,1
3589,2000002633523857,85,2,2,31,19,3,1
3591,2000002633527720,39,4,3,21,28,7,1
3594,2000002633529721,51,0,0,0,0,4,1
3595,2000002633531368,53,0,0,0,0,0,1
3598,2000002633538317,82,10,14,120,85,32,1
3601,2000002633547145,71,6,5,42,29,9,1
3602,2000002633547314,65,6,5,37,50,32,1
3603,2000002633548038,65,10,6,34,32,15,1
3604,2000002633548753,63,2,3,25,22,13,1
3605,2000002633551272,57,1,4,103,29,5,1
3606,2000002633558246,71,10,11,78,75,24,1
3607,2000002633559295,55,2,2,34,21,2,1
3608,2000002633605294,69,4,4,33,21,2,1
3609,2000002633608202,78,2,2,16,15,5,1
3610,2000002633609634,68,4,4,17,15,4,1
3611,2000002633609915,65,3,3,48,33,12,1
3613,2000002633616132,44,7,7,40,29,5,1
3614,2000002633616361,60,3,3,25,22,5,1
3615,2000002633616449,53,4,2,69,33,4,1
3616,2000002633616551,74,4,4,51,37,23,1
3618,2000002633616979,50,6,6,50,28,8,1
3619,2000002633617315,31,6,6,34,30,8,1
3620,2000002633617355,44,4,6,51,45,17,1
3621,2000002633617771,29,3,2,0,14,8,1
3622,2000002633618424,55,2,2,64,29,5,1
3623,2000002633618608,68,2,2,17,15,2,1
3624,2000002633619506,54,20,20,120,86,6,1
3625,2000002633619584,31,3,1,0,17,3,1
3627,2000002633621263,42,3,2,15,36,13,1
3629,2000002633623846,49,5,5,0,24,8,1
3630,2000002633624687,40,2,2,0,14,6,1
3632,2000002633624947,77,6,6,29,21,8,1
3633,2000002633626830,60,5,5,33,25,20,1
3634,2000002633627587,49,0,0,0,0,2,1
3636,2000002633629259,45,2,4,17,18,4,1
3637,2000002633630083,54,1,1,34,28,0,1
3640,2000002633631131,61,3,3,25,25,0,1
3642,2000002633647900,3,6,4,87,62,3,1
3643,2000002633648373,42,0,0,0,0,0,1
3644,2000002633649350,78,1,1,0,0,0,1
3645,2000002633650826,76,2,5,44,29,9,1
3646,2000002633654870,55,4,5,36,32,11,1
3647,2000002633656791,94,3,3,0,0,6,1
3648,2000002633889537,90,0,0,0,0,0,1
3651,2000002642295671,60,1,2,21,14,4,1
3653,2000002643016450,71,0,0,0,0,0,1
3654,2000002645497174,71,4,4,34,31,1,1
3655,2000002645502991,57,1,2,25,24,6,1
3658,2000002645512511,73,6,7,38,50,36,1
3660,2000002645514525,66,2,2,17,14,9,1
3661,2000002645516251,71,7,6,42,31,9,1
3662,2000002645517146,77,1,1,31,23,0,1
3663,2000002645522323,76,9,8,46,37,3,1
3664,2000002645523550,83,3,3,0,0,2,1
3666,2000002645535197,99,2,2,0,0,9,1
3667,2000002645543530,76,0,0,8,7,0,1
3668,2000002645544786,62,5,5,36,31,10,1
3669,2000002645544896,50,3,3,56,33,8,1
3670,2000002645549456,115,10,10,35,29,14,1
3671,2000002645554410,58,1,3,35,28,12,1
3672,2000002645554582,85,3,3,16,16,4,1
3673,2000002645555760,80,5,4,45,38,11,1
3674,2000002645556264,84,3,5,40,21,9,1
3675,2000002645557961,65,5,4,49,34,15,1
3676,2000002645601010,52,1,2,125,50,12,1
3677,2000002645619176,72,4,4,27,24,22,1
3679,2000002645626926,62,6,5,33,28,19,1
3680,2000002645634470,69,3,3,0,1,17,1
3681,2000002645645872,57,7,7,34,30,13,1
3682,2000002645647123,78,5,8,67,50,18,1
3683,2000002645649960,74,11,10,45,30,7,1
3684,2000002645653972,83,1,1,0,0,3,1
3685,2000002645662916,89,4,4,0,0,0,1
3686,2000002645663628,93,8,7,8,7,10,1
3687,2000002645664226,50,3,2,48,20,8,1
3689,2000002645970990,78,1,1,10,7,8,1
3690,2000002646834106,55,10,8,39,64,15,1
3692,2000002648015950,79,2,3,42,29,1,1
3693,2000002649205520,58,5,5,39,37,25,1
3694,2000002649346491,60,7,7,29,24,13,1
3696,2000002650506170,77,4,4,46,30,8,1
3697,2000002650557192,61,6,3,9,7,0,1
3699,2000002651895288,52,4,5,44,26,1,1
3700,2000002651905728,74,4,4,34,31,13,1
3702,2000002651915983,64,11,10,44,36,12,1
3704,2000002651922048,55,10,10,25,39,20,1
3705,2000002651922835,42,1,1,41,50,8,1
3707,2000002651928801,52,10,4,37,33,3,1
3708,2000002651942914,57,4,6,34,28,17,1
3709,2000002651945402,42,4,4,84,64,18,1
3710,2000002651946366,74,11,12,46,48,16,1
3711,2000002651951919,38,3,3,37,22,7,1
3712,2000002651956291,26,6,5,33,53,23,1
3713,2000002651965883,41,5,6,91,33,38,1
3714,2000002651967996,57,1,3,99,70,13,1
3715,2000002651975516,78,5,4,37,27,8,1
3717,2000002651981451,58,2,3,25,24,4,1
3719,2000002651984325,37,0,1,9,15,4,1
3720,2000002651984935,50,0,0,0,0,7,1
3721,2000002651985187,51,3,3,25,22,11,1
3722,2000002651986342,54,0,0,0,0,0,1
3724,2000002652021403,44,4,5,34,30,10,1
3725,2000002652023741,58,6,9,120,102,19,1
3726,2000002652025924,74,6,6,42,34,2,1
3727,2000002652033245,53,0,0,0,0,0,1
3728,2000002652045488,88,5,4,0,0,10,1
3730,2000002652057160,83,0,0,0,0,0,1
3731,2000002652070425,81,4,4,25,22,5,1
3732,2000002652075514,54,2,2,34,26,20,1
3734,2000002652083871,1,5,5,34,32,6,1
3736,2000002656899653,76,3,3,31,23,11,1
3739,2000002657367055,29,2,3,40,27,5,1
3740,2000002657546071,57,2,3,36,30,3,1
3741,2000002658207373,77,1,2,134,29,2,1
3742,2000002658798724,100,3,3,0,0,7,1
3744,2000002658813255,81,5,5,34,29,12,1
3745,2000002658814494,81,4,4,0,0,8,1
3747,2000002658817177,55,18,19,46,49,22,1
3748,2000002658818325,50,3,3,66,51,21,1
3749,2000002658819385,91,4,4,0,0,10,1
3750,2000002658819825,59,7,7,61,52,15,1
3751,2000002658820995,74,6,4,25,28,6,1
3755,2000002658844141,72,6,6,34,30,13,1
3757,2000002658909163,51,4,4,40,28,8,1
3758,2000002658911877,74,2,2,61,38,13,1
3759,2000002658914035,47,3,3,46,26,10,1
3760,2000002658918619,52,2,3,47,36,8,1
3761,2000002658918684,64,5,3,70,35,7,1
3763,2000002658933138,32,6,5,33,31,9,1
3764,2000002658939257,77,3,3,32,24,4,1
3765,2000002658943093,35,1,2,13,12,4,1
3766,2000002658943317,75,6,6,60,34,24,1
3767,2000002659434706,58,6,6,25,22,4,1
3768,2000002659564126,53,0,0,0,0,0,1
3769,2000002663676092,35,6,5,24,26,9,1
3771,2000002664231565,62,0,0,0,0,0,1
3772,2000002664326724,60,3,4,43,29,2,1
3773,2000002667695439,82,6,7,25,29,13,1
3774,2000002667695476,26,0,1,0,10,0,1
3775,2000002667695691,50,2,3,0,16,1,1
3777,2000002667797428,60,4,4,40,29,8,1
3778,2000002668697309,69,4,4,34,27,6,1
3779,2000002668995787,45,4,4,73,83,4,1
3781,2000002668997529,64,1,2,25,21,13,1
3783,2000002669097806,75,6,5,34,29,4,1
3784,2000002669320168,84,0,0,9,7,1,1
3785,2000002669629601,74,3,4,34,28,0,1
3787,2000002670498490,54,9,9,106,98,14,1
3789,2000002670515450,80,5,5,34,34,2,1
3791,2000002670522958,59,3,2,79,66,11,1
3793,2000002670528358,76,12,12,31,35,30,1
3794,2000002670528384,80,14,18,35,34,24,1
3797,2000002670550893,61,2,2,17,14,1,1
3800,2000002670557317,50,11,7,34,61,19,1
3802,2000002670557629,60,6,5,34,30,14,1
3804,2000002670559089,75,5,3,34,30,10,1
3805,2000002670560796,67,3,2,8,11,2,1
3806,2000002670562111,61,9,9,47,34,23,1
3807,2000002670596450,58,2,3,29,21,6,1
3808,2000002670600711,84,3,3,26,29,22,1
3809,2000002670613397,49,4,4,66,47,23,1
3810,2000002670616054,63,5,5,36,28,13,1
3812,2000002670618713,67,3,3,71,41,2,1
3813,2000002670618877,61,2,2,25,21,8,1
3816,2000002670624348,52,3,3,48,25,16,1
3817,2000002670624351,78,8,7,25,35,16,1
3819,2000002670628033,71,8,8,43,36,7,1
3820,2000002670629141,59,3,3,26,23,6,1
3821,2000002670650613,85,9,9,0,0,11,1
3823,2000002670654491,74,3,3,34,30,18,1
3824,2000002670654847,70,2,2,25,21,8,1
3825,2000002670655760,58,11,5,13,30,4,1
3826,2000002670659924,58,3,3,40,21,9,1
3828,2000002670660437,61,6,6,25,41,16,1
3829,2000002670660472,75,4,4,84,34,8,1
3830,2000002670660549,61,1,2,38,25,8,1
3831,2000002670661655,58,4,4,18,23,6,1
3832,2000002670662579,88,2,2,25,19,3,1
3835,2000002674297756,71,2,2,37,25,9,1
3836,2000002675633065,78,4,5,16,15,1,1
3837,2000002680707389,65,3,3,25,21,6,1
3839,2000002681096681,79,16,19,42,50,10,1
3840,2000002681105254,83,3,5,17,14,1,1
3841,2000002681123186,60,3,3,52,38,16,1
3842,2000002681702763,90,3,3,0,0,11,1
3844,2000002681708548,51,3,3,25,23,9,1
3845,2000002681711813,54,5,5,35,24,4,1
3846,2000002681720814,75,7,7,46,37,11,1
3847,2000002681728442,76,1,4,18,11,3,1
3848,2000002681729591,73,5,5,29,21,8,1
3850,2000002681737511,94,3,3,9,8,3,1
3851,2000002681739178,73,0,0,0,0,0,1
3852,2000002681742469,83,7,7,25,25,3,1
3854,2000002681753294,94,10,10,17,22,6,1
3855,2000002681765764,69,5,5,47,36,6,1
3856,2000002681766822,69,2,2,25,21,9,1
3857,2000002681772242,36,8,9,85,91,26,1
3858,2000002681797376,71,9,9,75,55,7,1
3860,2000002681802453,62,2,2,52,37,13,1
3861,2000002681806543,46,3,3,17,18,18,1
3862,2000002681809664,44,1,1,9,7,5,1
3865,2000002681819372,73,2,2,31,19,10,1
3866,2000002681822261,54,3,4,59,56,25,1
3867,2000002681825807,47,5,4,51,41,6,1
3868,2000002681842082,48,2,2,35,23,6,1
3869,2000002681842795,115,3,3,57,34,16,1
3870,2000002681851525,60,8,6,34,30,19,1
3871,2000002681857155,84,7,5,32,34,2,1
3872,2000002681860323,79,4,4,34,29,6,1
3873,2000002681861010,54,0,0,0,0,6,1
3878,2000002681884674,64,3,3,57,53,10,1
3880,2000002681889527,78,7,5,57,50,24,1
3884,2000002685304913,70,12,12,41,44,3,1
3885,2000002685336537,92,6,6,0,0,10,1
3886,2000002688817801,57,2,2,17,14,8,1
3888,2000002689078176,53,4,4,33,28,8,1
3889,2000002689181429,49,4,5,9,19,7,1
3895,2000002690118491,56,4,4,27,21,9,1
3896,2000002690120511,59,4,4,34,29,10,1
3897,2000002690122855,52,4,3,40,31,12,1
3898,2000002690123134,35,7,6,15,25,15,1
3899,2000002690124495,36,7,6,22,71,42,1
3901,2000002690126629,60,5,4,41,27,5,1
3902,2000002690128249,113,5,5,0,0,14,1
3903,2000002690129981,74,8,8,40,31,9,1
3904,2000002690131274,50,3,3,60,33,11,1
3905,2000002690131481,62,6,6,42,31,10,1
3906,2000002690132382,90,4,3,0,0,2,1
3907,2000002690133617,56,3,1,9,6,0,1
3908,2000002690134599,57,0,0,9,7,0,1
3910,2000002690146811,63,5,4,25,33,18,1
3911,2000002690151304,57,3,3,147,44,13,1
3912,2000002690155793,56,2,2,17,14,6,1
3915,2000002690156885,53,3,5,8,9,11,1
3916,2000002690156935,39,1,0,0,10,0,1
3918,2000002690160442,65,2,2,33,28,7,1
3919,2000002690160450,70,1,2,59,35,10,1
3920,2000002690160714,56,1,1,37,24,11,1
3921,2000002690161156,69,3,3,27,23,9,1
3922,2000002690161642,42,2,2,38,20,20,1
3923,2000002690161984,80,1,1,26,15,4,1
3924,2000002690163279,40,4,4,0,0,0,1
3927,2000002690175407,72,1,1,82,61,6,1
3928,2000002690180443,58,5,4,19,23,5,1
3929,2000002690181233,49,12,12,92,140,34,1
3931,2000002690185456,57,4,4,34,31,4,1
3932,2000002690192492,65,3,3,45,30,7,1
3933,2000002690194221,77,8,9,74,68,23,1
3935,2000002690417979,28,10,10,35,39,21,1
3937,2000002690418904,36,1,0,0,3,2,1
3938,2000002690426637,70,0,0,39,21,2,1
3941,2000002690428204,49,5,6,32,59,23,1
3942,2000002690428271,99,12,11,101,55,40,1
3943,2000002690430319,0,0,0,0,0,0,1
3944,2000002690438479,78,5,5,21,18,9,1
3945,2000002690443533,74,7,9,17,14,17,1
3946,2000002690445549,48,3,2,17,17,1,1
3951,2000002690456862,74,1,1,64,37,11,1
3952,2000002690460056,47,6,4,54,36,12,1
3954,2000002690472772,74,3,5,54,34,6,1
3955,2000002690475371,61,4,4,34,28,15,1
3956,2000002690487832,72,1,2,25,26,8,1
3959,2000002694053539,77,10,10,26,22,6,1
3962,2000002702078937,71,3,4,34,26,17,1
3963,2000002702447635,73,3,4,40,22,10,1
3964,2000002704997256,111,11,11,25,28,19,1
3965,2000002711196594,2,4,4,34,33,3,1
3966,2000002711198440,40,3,2,8,18,5,1
3967,2000002711200692,65,2,2,42,19,4,1
3969,2000002711208516,57,3,3,60,29,2,1
3970,2000002711218775,64,3,3,33,31,9,1
3971,2000002711220351,80,7,7,213,112,11,1
3972,2000002711227303,74,3,3,33,30,2,1
3973,2000002711231059,58,2,2,44,32,0,1
3974,2000002711295886,61,6,7,34,29,12,1
3976,2000002711313023,79,6,6,34,43,10,1
3977,2000002711321667,72,4,5,57,30,14,1
3978,2000002711322921,73,5,5,39,29,5,1
3979,2000002711323452,79,0,0,0,0,0,1
3981,2000002713773625,61,2,3,43,28,7,1
3983,2000002717703322,55,5,2,91,45,0,1
3984,2000002717709256,58,5,5,37,28,8,1
3985,2000002718008399,61,1,2,17,14,1,1
3986,2000002718016569,42,3,3,63,35,14,1
3987,2000002718029101,48,1,0,0,9,0,1
3988,2000002718029880,117,4,4,0,0,0,1
3989,2000002718030389,48,3,2,30,23,1,1
3990,2000002718033210,66,2,2,70,35,15,1
3991,2000002718039000,63,3,3,33,30,14,1
3993,2000002718039945,58,0,0,0,0,0,1
3994,2000002718051196,62,4,4,42,39,4,1
3995,2000002718057117,78,6,6,52,29,10,1
3996,2000002718059215,87,0,0,3,1,0,1
3997,2000002718065469,74,1,2,15,8,4,1
3998,2000002718099920,74,5,5,25,22,6,1
3999,2000002718114065,46,5,5,30,22,6,1
4000,2000002718130509,55,4,1,43,15,6,1
4003,2000002718132728,80,5,4,0,0,1,1
4005,2000002718161315,75,10,10,34,28,9,1
4007,2000002718178284,60,4,4,43,36,13,1
4008,2000002718184678,67,2,2,46,33,14,1
4010,2000002718187683,72,3,5,80,63,14,1
4011,2000002718187807,88,5,3,0,0,1,1
4014,2000002718191361,75,8,8,53,38,16,1
4015,2000002718192170,65,2,2,25,23,1,1
4016,2000002718193990,70,0,0,0,0,0,1
4017,2000002718194794,49,2,2,0,0,0,1
4018,2000002718303253,61,1,1,19,14,2,1
4019,2000002721468651,77,2,2,33,31,2,1
4020,2000002721475152,90,1,1,0,0,1,1
4021,2000002728134079,76,2,2,17,14,2,1
4022,2000002728139674,31,3,0,13,6,0,1
4023,2000002731796021,71,2,3,39,17,4,1
4024,2000002731796256,86,4,5,25,22,3,1
4025,2000002731814521,66,3,2,25,16,1,1
4026,2000002731821953,75,4,0,8,8,2,1
4027,2000002731822805,54,2,1,42,14,1,1
4028,2000002731828206,63,1,1,19,14,8,1
4029,2000002731828675,49,4,5,34,32,4,1
4030,2000002731829549,76,1,1,27,26,11,1
4031,2000002731830527,54,3,4,25,39,21,1
4034,2000002732620833,81,6,6,0,0,1,1
4035,2000002732621656,63,4,4,56,35,9,1
4037,2000002732627081,57,2,2,34,31,6,1
4040,2000002733556090,66,3,3,35,28,1,1
4041,2000002733632762,56,7,2,0,1,1,1
4042,2000002738495839,63,2,2,24,19,0,1
4043,2000002738496660,75,1,1,17,16,6,1
4045,2000002738512208,48,1,1,11,9,5,1
4046,2000002738599646,49,2,3,33,27,4,1
4047,2000002738602366,75,1,1,17,14,4,1
4050,2000002738606411,84,4,4,72,56,13,1
4052,2000002738613003,29,2,1,0,6,1,1
4053,2000002738615393,54,2,2,26,16,4,1
4054,2000002738618408,78,4,4,41,42,5,1
4055,2000002738619970,57,1,3,133,51,7,1
4056,2000002738621152,59,0,0,27,22,0,1
4057,2000002738621359,72,2,2,34,30,14,1
4058,2000002738621903,11,4,3,9,6,6,1
4059,2000002738622667,83,4,6,40,28,8,1
4061,2000002738627516,50,2,2,34,24,12,1
4063,2000002738630681,47,1,1,17,15,0,1
4064,2000002738651775,74,2,1,22,15,0,1
4065,2000002738652864,79,3,3,17,17,1,1
4067,2000002738662357,59,4,4,45,37,31,1
4068,2000002738662557,50,5,4,42,34,4,1
4071,2000002739897829,59,2,2,20,19,6,1
4072,2000002739902704,57,5,6,39,27,9,1
4074,2000002739904038,61,5,6,37,21,6,1
4077,2000002739919671,69,4,5,25,21,15,1
4079,2000002739928863,62,6,5,26,17,20,1
4080,2000002739936575,103,6,5,0,0,1,1
4081,2000002739942320,65,3,3,39,30,12,1
4082,2000002739942855,69,15,15,36,45,10,1
4084,2000002740195738,50,4,4,18,25,3,1
4085,2000002740202199,92,5,5,32,21,11,1
4086,2000002744603556,61,3,3,25,22,8,1
4087,2000002744628351,80,3,3,25,20,2,1
4088,2000002749197648,63,4,3,25,22,5,1
4089,2000002749201515,76,3,2,32,14,4,1
4090,2000002749202517,69,4,5,50,51,29,1
4091,2000002749206513,66,1,1,17,14,6,1
4093,2000002749213492,62,5,5,34,28,6,1
4094,2000002749225206,77,8,8,35,29,5,1
4095,2000002749226011,107,12,9,27,32,10,1
4096,2000002749230619,83,9,6,34,32,10,1
4097,2000002749231461,83,0,0,0,5,1,1
4098,2000002749295220,54,1,2,57,30,6,1
4099,2000002749296879,44,5,2,0,35,13,1
4100,2000002749299064,77,4,4,27,34,11,1
4101,2000002749301047,40,2,2,9,11,4,1
4102,2000002749306253,68,4,4,75,54,16,1
4103,2000002749316769,78,15,15,34,36,38,1
4104,2000002749319874,82,3,3,25,22,8,1
4105,2000002749321520,58,2,2,47,35,7,1
4106,2000002749322407,82,11,11,25,40,20,1
4107,2000002749324665,58,7,7,47,26,20,1
4108,2000002752800872,67,1,1,21,15,2,1
4109,2000002752802329,62,2,2,17,14,6,1
4110,2000002752802783,76,5,4,25,55,15,1
4111,2000002752832001,72,2,2,17,14,5,1
4112,2000002752833344,60,1,2,32,20,4,1
4114,2000002752846143,48,0,1,13,10,2,1
4115,2000002752846654,43,9,7,36,39,12,1
4116,2000002752847276,55,3,3,34,50,9,1
4117,2000002752866787,59,5,5,25,22,0,1
4118,2000002752893393,69,4,3,78,34,17,1
4120,2000002753202333,60,8,9,44,29,11,1
4121,2000002753202500,68,4,4,34,37,18,1
4123,2000002753206808,53,1,1,42,20,2,1
4126,2000002753214279,79,5,5,46,46,12,1
4127,2000002753214488,59,3,4,18,15,6,1
4128,2000002753221014,70,3,3,84,47,9,1
4129,2000002753223189,72,6,6,34,33,1,1
4131,2000002753240078,58,10,6,37,31,9,1
4132,2000002753240549,70,0,0,9,7,1,1
4134,2000002753268082,78,3,3,34,30,35,1
4135,2000002753279520,58,2,2,17,17,4,1
4136,2000002753281024,87,2,0,5,11,5,1
4137,2000002753289094,78,3,3,0,0,1,1
4140,2000002755927099,63,0,0,0,0,0,1
4141,2000002756001728,87,9,9,0,0,0,1
4142,2000002756188803,49,4,2,25,27,6,1
4143,2000002756224310,50,4,4,35,29,2,1
4144,2000002760743217,71,0,1,0,0,0,1
4145,2000002763400275,77,4,4,29,28,1,1
4146,2000002763406342,82,5,5,0,0,15,1
4147,2000002763407706,40,8,8,44,36,6,1
4149,2000002763410148,71,6,6,51,40,17,1
